1	murderer;subaru;
2	seven;cars;fit;subaru;personality;
3	managing;director;american;account;
4	indonesia;international;motor;
5	bad;conditions;workers;
6	advertisements;
7	open;distribution;centre;
8	outlaws;
9	subaru;owners;
10	growth;sales;
11	stickers;cars;
12	high;demand;
13	charity;
14	sema;
15	wish;list/new;acquisition;
16	stolen;car;
17	accident;
18	subaru;cars;america;
19	buying/selling;
20	4square;
21	topics;
22	garages;
23	subaru;begins;build;indonesia;
24	videogames;
25	kidnapped;kid;
26	tools/accesories;
27	blogs/forums;cars;
28	review;product;
29	sponsorship;sport;events;
30	sydney;auto;
31	comparison;cars;
32	videos;
33	stop;selling;impreza;uk;
34	financing;
35	option;installing;factory;fit;equipment;purchase;
36	subaru;snow;
37	car;news;
38	auto;
39	2012;top;safety;picks;
40	frankfurt;auto;
41	subaru;forester;popular;car;consumer;reports;
42	spy;photos;
43	job;offers;
44	subaru;carrying;bombs;
45	web;hacked;
46	subaru;announces;prices;2013;
47	paris;motor;
48	follow;friday;
49	subaru;rally;experience;
50	subaru;state;colorado;
51	brand;related;lesbians/gays;
52	manual/guide;
53	participation;races;
54	forester;goes;sale;japan;
55	share;love;event;
56	tokio;auto;salon;
57	award;
58	personal;comments;
59	carjacked;subaru;
60	prize;excellence;science;books;
61	car;dealership;
62	apps;smartphones;
63	santiago;cars;
64	customer;incentives;competitive;deals;
65	advices;cars/driving;
66	subaru;indiana;automotivewinner;2012;export;growth;award;national;association;foreign-trade;zones;
67	subaru;owners;relationships;
68	relationships;customers;
69	rivalry;brands;
70	west;coast;subaru;
71	pictures;posted;social;networks;
72	products;cars;
