1	promotion;brand;100;hour;sale;
2	ford;lawsuit;
3	ford;dealers;
4	car;manuals;
5	song;lyrics;
6	toys/videogames;
7	4square;
8	innovations;applied;cars;
9	recycling;programme;
10	workers;salaries;increase;
11	company;growth;
12	cars;related;gays;
13	sport;sponsorship;
14	article;use;cars;nowadays;america;ford;
15	earning;top;safety;rating;
16	car;accident;
17	participation;competitions;
18	characteristic;launches;
19	top;selling;car;globally;
20	wallpapers;
21	ford;application;phones;
22	abt;impose;tax;
23	ford;track;sell;2.2;mln;cars;u.s;
24	acquisition;product;
25	innovation;
26	workers;opinion;quality;products;
27	awards;recognitions;
28	sales;
29	important;positive;features;product;
30	stolen;car;
31	built;ford;tough;
32	advertisement;
33	comparison;different;brand;
34	sale;products;brand;
35	sponsorship;place;
36	ford;creates;100-mile-per-gallon;fusion;
37	advices;cars;
38	sale;complements;
39	review;features;product;
40	allusion;product;
41	blogs;
42	selling;product;
43	pictures;posted;social;networks;
44	criminals;ford;products;
45	bad;conditions;workers;
46	buying;selling;
47	investment;factories;jobs;
48	product;offered;prize;
49	release;product;
50	quote;malibu's;wanted;
51	mention;product;
52	open;authorised;dealership;
53	corredor;del;mediterr�neo;
54	ford;engineers;3d;printers;
55	manufacturing;america;
56	investment;revitalise;product;
57	ford;dealership;
58	relationship;customers;
59	selling;car;world;
60	topics;
61	mention;brand;
62	wish;list;
63	accident;
64	ford;kinetic;summer;attraction;
