1	car;fight;nissan;fiat;
2	raffles;promotions;
3	mexico;nissan;factories;
4	gtr;improved;features;
5	barcelona;nissan;
6	random;nissan;tweets;
7	stolen;car;
8	sales;achievement;
9	leaf;electric;car;nissan;upgrades;lowers;price;
10	nissan;shares;
11	deltawing;
12	2014;gtr;models;
13	tweet;ads;promotion;nissan;
14	innovation;drunk;test;
15	product;endorsement;
16	product;comparison;
17	innovation;voice;driver;
18	2013;models;
19	leaf;debut;japan;
20	news;nissan;
21	innovative;nissan;creations;
22	nissan;stadium/pavillion;mention;
23	awards;achievements;
24	renault;nissan;activities;
25	worker's;strike;demand;union;
26	morocco;renault-nissan;
27	uk;production;
28	2016;ambitions;hybrid;cars;
29	leaf;environment;friendly;comments;
30	sale;nissan;cars;parts;accessories;
31	gtr;
32	manuals;
33	job;creation;
34	executives;
35	leaf;battery;capacity;loss;
36	charity;initiatives;nissan;
37	recall;march;car;
38	people;nissan;
39	leaf;comments;
40	nissan;racing;
41	test;drive;nissan;cars;
42	customer;service;
43	batman;nissan;
44	usa;production;
45	car;reviews;discussion;
46	commercials;marketing;
47	gtr;documentary;
48	user;friendly;
49	vacancies;
50	negative;comments;nissan;
51	nissan;veterans;
52	dealers;service;stations;
53	people;like;nissan;car;pictures/videos;
54	hertz;nissan;electric;car;initiative;
55	executives;cfo;mexico;
56	unrelated-thermos;
57	electric-station;latin;america;inaugurated;nissan;mexico;
58	radioshack-nissan;sponsorship;termination;
59	leaf;sales;target;negative;
60	mexico;nissan;debuts;
61	videogames;nissan;juke;
62	topics;
63	gtr;bolt;gold;auction;
64	happy;nissan;owners;
65	nissan;salespeople;
66	nissan;special;offer;replace;cars;damaged;sandy;hurricane;
67	batteries;leaf;car;lithium-ion;
