1	moto;gp;official;comments;
2	user;comments;
3	yamaha;quad;series;
4	superbike;user;comments;
5	moto;gp;official;news;
6	shipping;
7	superbike;news;
8	purchase;
9	yamaha;racing;
10	official;photos;
11	road;races;user;comments;
12	corruption;
13	academy;
14	official;comments;
15	official;videos;
16	lyrics;
17	motocross;news;
18	motorbike;
19	spam;
20	spare;parts;sale;
21	modification;
22	125th;anniversary;
23	toys;replica;
24	safety;
25	question;
26	price;
27	production;
28	motocross;official;news;
29	motocross;user;comments;
30	theft;
31	sale;
32	vehicle;
33	photos;
34	motogp;user;comments;
35	games;
36	motogp;videos;
37	user;videos;
38	clothing;
39	motogp;user;photos;
40	yamaha;cup;race;
41	repair;manual;
42	design;
43	a4de;
44	spare;parts;photos;
45	review;
46	jokes;
47	motogp;official;photos;
48	accessories;
49	football;league;
50	motogp;news;
51	advertising;
52	motocross;announce;
53	check-in;
54	female;employees;
55	yamaha;champions;riding;school;
56	concert;
57	motocross;user;photos;
58	topics;
59	link;magazine;
60	truevisions-yamaha;world;footvolley;
61	accident;
62	road;races;news;
63	dakar;
64	repair;
