1	presence;videogames;
2	november;2012;sales;
3	celebrities;
4	mentions;
5	car;
6	audi;models;
7	lemans;sponsorship;
8	audi;brands;
9	rising;prices;india;
10	foursquare;chek-ins;
11	dtm;sponsorship;
12	audi;car's;design;
13	l.a;auto;
14	audi;invests;cards;
15	pastore;crashing;audi;purpose;
16	audi;china;japanese;
17	food;audi;joke;
18	audi;q5;malfunction;
19	audi;technician;
20	topics;
21	care;environment;
22	garages;
23	audi;ax;football;jokes;
24	a1;fuel;efficient;
25	promotions;
26	accidents;
27	audi;rs6;selling;usa;
28	model;reviews;
29	audi;factories;world;
30	audi;r8;rent;
31	audi;drivers;bad;reputation;
32	audi;tt;
33	sponsored;events;
34	audi;inspired;products;
35	innovative;advertising;
36	media;presence;
37	audi;chairmen;
38	audi;sledge;
39	3hunna;lyrics;
40	stolen;audis;
41	pre;owned;car;bussiness;india;
42	car;production;
43	audis;prizes;
44	sponsored;races;
45	sale;
46	contract;sweden;
47	infotainment;systems;
48	safety;concern;
49	audi;cars;parts;
50	granted;awards;
51	audi;bicycle;
52	audi;products;
53	audis;christmas;gifts;
54	football;sponsorship;
55	public;acceptance;
56	sales;rises;world;
57	audi;expensive;
58	advertisments;
59	dealerships;
60	cylinders;engines;
61	hybrid;technology;a8;
62	volkswagen;owning;audi;
63	rankings;
64	mechanical;engineer;
65	model;releases;
66	test;drive;
67	prototypes;
68	dominic;chambers;leaves;audi;
69	audi;r8;
70	gasoline;motors;czech;republic;
71	customer;experience;
72	audi;rs6;release;
73	rent;audi;
