shift	4	277079694262820864,1;264421582586380288,1;
ypsilon	2	265805820342710272,1;275275661206245376,1;
500e	1	275777878774398976,1;
owners	5	278433737228832769,1;277553143112425474,1;
videos	1	280631696544632832,1;
tots	1	281860043199115266,1;
cruiser	34	274860438360047616,1;280991126012448769,1;265470905164103680,1;268826054779600896,1;266037492736724992,1;279823930922000384,1;277115064815865857,1;273148561888264192,1;263912939558416384,1;280797143663521793,1;273156866593415168,1;262313487638863872,1;
theatre	1	273603983128551425,1;
tramp	0	
engines	5	269590814815055872,1;
manufacturing	15	264030371480481793,1;274860438360047616,1;264123979957149696,1;262058603979100160,1;264107723933765634,1;262972266005004288,1;264023937418137601,1;264022855283527680,1;266989515846078464,1;264100944822800386,1;263732601058115585,1;264088221095448576,1;264177398604509184,1;264022096538120192,1;
fiat	97	263462273979387904,1;269493657940422656,1;263103461288181760,1;268119633331109888,1;266792719119171585,1;262983177130352640,1;264489035370733569,1;263273303769243648,1;278433737228832769,1;264913431830867968,1;277303787557888000,1;266787094549110784,1;265371131731652608,2;263781513592705024,1;268120879010050048,1;264480617402601472,1;263981276325883904,1;268382469387083776,1;275777878774398976,2;273717881164939264,1;278940883930476545,1;279907967980142592,1;263299434312499200,1;268603601457401856,1;263349885179396096,1;263107271251345408,1;264023018844585985,1;263418120536981504,1;268325686878564353,1;268874419290652673,2;262975685642031104,1;264036381892964354,1;266838973907881984,1;262924842007941120,1;262583408323076097,1;263077593367060480,1;273859741141315585,1;266787102937735169,1;263727781794439168,1;269065180414103554,1;263347299713961984,1;263013600438919168,1;263026621353689088,1;263126561874665472,1;264361443464462336,1;266858892661760001,1;277361941549305858,1;276739943068479488,1;
initiatives	1	263359949709668352,1;
exclusive	2	
