bad	199	285597109359607809,1;282686525739773953,1;284079702413553664,1;283227579241099265,1;285717494264631297,1;284325652222582784,1;281787680939978752,1;284143243678076929,1;282636811501719552,1;282626636145364992,1;
release	49	
nowadays	1	
del	14	
malibu's	7	285316482206941184,1;
america	83	284204796586643456,1;283265789346340864,1;
quote	48	283140287377838081,1;281787680939978752,1;284167766028713985,1;
safety	53	284017089860218880,1;284004066550501376,1;
review	129	284806046810263552,1;285308075647328256,1;282453176500748288,1;284688224633364481,1;284252126060875776,1;282539033899438080,1;285132019728539649,1;
manufacturing	31	284576379322912768,1;283489840689983488,2;284317850263506944,1;
brand	147	285459828900515840,1;282942660174557185,1;285102273758117888,1;282937094307975168,1;285590494929629184,1;285266577211920384,1;285407312884142080,1;285067213566771200,1;284759506850820096,1;284053743895461888,1;285657977074089985,1;284375048540798976,1;
song	81	
4square	0	
mediterr�neo	0	
investment	15	284266411885465602,1;284500684718632961,1;284302784571002880,1;
engineers	5	282501964657459200,1;
recognitions	0	
tough	199	283787077424918528,1;284540958408863744,1;284062485051486209,1;278687012985384960,1;284710110520020992,1;284362503385907200,1;283047098339979264,1;285870498267676674,1;282964361511833600,1;
dealership	76	285175040704647168,1;284086782423875585,2;284720944415637504,1;283618752623411200,1;
quality	182	283952183005806593,1;284391637004726273,1;284576379322912768,1;283673458901151744,1;283801385202495488,1;283672684464852992,1;283835631677886464,1;283671503172665344,1;284225345459212289,1;283295459869601793,1;
innovations	1	
cars	610	285770308940595202,1;284403793452470272,1;285671705043685377,1;283882532519440384,1;284577759265697792,1;285598766080344064,1;285208356065517568,1;284648793595592705,1;284577004257419264,1;284331721372098561,1;284612576158044160,1;285209224290631680,1;282749982216450049,1;285508202685140994,1;284413858431520768,1;284696474820952064,2;285270469530247168,1;285126181257347072,2;284316330662977538,1;284825315463794688,1;282455474979344385,1;284920815571566592,2;283573441536327680,2;282926461768327168,1;282973949145518080,1;285215498986196992,1;285212323910668289,2;285789074231529472,1;285820934160519168,1;284374243221835776,1;284543877657030656,1;285473733609676800,1;282967981183614976,1;285213938684141568,1;282471329456877568,2;285219089314631680,1;
wanted	117	283414263505231873,1;282894700220907520,1;284410171638304769,1;285127489204912131,1;285316482206941184,1;283975322981003264,1;
u.s	77	285208356065517568,1;283254280167768064,1;284330215637934081,1;285209224290631680,1;285508202685140994,1;285266577211920384,1;285407312884142080,1;285270469530247168,1;285215498986196992,1;285212323910668289,1;285213938684141568,1;285219089314631680,1;
conditions	5	285450636949061632,1;
participation	2	
gays	2	
revitalise	0	
networks	2	
prize	15	
accident	32	283031143211728896,1;283333037037608960,1;
characteristic	0	
pictures	57	285398039265419264,1;285035919860441088,1;
summer	53	284299924340867072,1;283600197009944576,1;
products	29	284368706753138688,1;
posted	108	284397014098247680,1;282885943340445697,1;283844351623303168,1;
mention	18	
100-mile-per-gallon	2	284754419122335746,1;284759154512498688,1;
world	250	283793269215875072,1;282656256299253760,1;284995885904056320,2;284908803089113088,1;284142839292628995,1;283451794166779907,1;284325293584445440,2;284508976014581760,1;284167766028713985,1;285392079167827968,1;283315852554678272,1;283297249256173570,1;
top	293	285459828900515840,1;283956423430397953,1;285561008951541760,1;285492973167312897,1;282647758639353856,1;284330215637934081,1;282627416285929473,1;284017089860218880,1;282749982216450049,1;285691548304297984,2;285266577211920384,1;283956901589417988,1;285407312884142080,1;284376990490951680,1;285220913828487168,1;284004066550501376,1;285495695279026176,1;285687899230466048,2;282786858558169088,1;284372197315862528,1;282932673524154370,1;284864079225577473,1;
offered	20	283936575035949057,1;282912814241288194,1;284785469559033856,1;
criminals	8	
advertisement	4	
acquisition	3	
place	106	284521127743729665,1;283985032790568960,1;283131496116662272,1;284735863533993984,1;
customers	29	282894700220907520,1;282433639436914688,1;
relationship	10	
programme	4	
workers	111	284355033326288897,1;
innovation	16	
product	68	285717494264631297,1;
topics	2	
sell	65	285208356065517568,1;285209224290631680,2;285508202685140994,1;285755880526454784,1;285270469530247168,1;285215498986196992,1;285212323910668289,2;285213938684141568,1;285219089314631680,1;
jobs	259	284310242345504768,1;285421749699489792,1;284266411885465602,1;284491285191094272,1;284164167303319552,1;283838567715852288,1;284695224947728384,1;284333743051784192,1;284244906820661248,1;284376918512529408,1;284276377518211072,1;283183677440143360,1;284315271324368897,1;284317850263506944,1;284500684718632961,1;284302784571002880,1;285754173448921088,1;284267763202138112,1;284427702365200384,1;
competitions	0	
wallpapers	4	282871587680681984,1;282872699188023296,1;
positive	9	
opinion	18	
sale	818	285770308940595202,1;283196180685545474,1;283018706668363776,1;285671705043685377,1;282937094307975168,1;285170045292785664,1;282461124237082624,1;285497276502245379,1;284168206443233280,1;238790687603191808,1;283992335094792192,1;284413858431520768,1;285009747395096576,1;284415271932944384,1;283973673235402752,1;284356618756440064,1;284077747893047297,1;284036262015406081,1;284564131971989504,1;282455474979344385,1;283139922498572291,1;283756820701528065,1;282984330580606976,1;284862699291172864,1;285820934160519168,1;285665841385701376,1;285783642603671552,1;285802001097433088,2;282715710575226881,1;284798643880488960,1;284754570150825986,1;283322324378329088,1;284307495076384768,1;284501745890127872,1;285813044708257792,1;
abt	12	283047098339979264,1;
2.2	17	285408109797711872,1;285208356065517568,1;285209224290631680,1;285508202685140994,1;285755880526454784,1;285270469530247168,1;285215498986196992,1;285212323910668289,2;285213938684141568,1;285219089314631680,1;
buying	57	285544789582163969,1;284155334111657984,1;283381497602383872,1;
kinetic	5	284299924340867072,1;
open	177	284437806087036928,1;285033994666524672,2;284433509421027329,1;284051152608301057,1;
use	160	282502768093179904,1;285855608991793153,1;284388285780992000,1;284368706753138688,1;285192652608131072,1;282429206061797376,1;285807598781992961,1;284311391572201473,1;284071090794401792,1;285867897807593476,1;
blogs	0	
rating	25	284017089860218880,1;284004066550501376,2;
corredor	0	
