boyz	39	281383045985099777,1;285128647524900864,1;277096232390914049,1;285457198417596416,2;
favourites	2	
buried	1	278188332394110977,1;
ferrari-puma	0	
owners	7	
advertising	1	
crash	64	283802437977001984,1;285413675651719168,1;280147580183252995,1;281087100059783168,1;284797297521475584,1;285404410450960385,1;285448551444660224,1;284636760527478784,1;
berlinetta	107	280768370729701377,1;282262647393640449,1;282158886314713088,1;279017290748530688,1;284686584652115969,1;276601069633691648,1;279006540738990080,1;283898273599729664,1;283111652872839170,2;276839530986868736,1;
bank	12	280308490449330176,1;285150592119230464,1;284079593365856256,1;
imperfect	0	
quote	5	
claus	4	283347406869913600,1;283413941546254337,1;283347179815444481,1;283806984384413696,1;
music	32	278276701262344192,1;283733542322700288,1;280836519755935744,1;
engines	14	
visual	2	
doesn't	372	285724685885403136,1;285422328484081665,1;285624997270138881,1;280701433077178368,1;278071765136191488,1;285644194364661760,1;276905518554021888,1;279175839642427392,2;278191786504122369,1;280347015156727808,1;278986055783424000,1;285164122943942657,1;284259071828303872,1;281326833931268096,1;276919983555104768,1;280207242328940544,1;281186148578111488,1;283047240963080192,1;280387075927326720,1;279489485476069376,1;282103988114051072,1;280405320734474240,1;279035368198770690,1;
motorbike	0	
impact	6	
f360	2	
