parent	1	278191239348768768,1;
c30	19	261142773506396160,1;253881154036453376,1;263572735991623680,1;237811823313817600,1;245739057844473856,1;256855766999371776,1;252089854890999808,2;245137997308260353,1;270194815566757888,1;269439224258887681,1;258217162597089282,2;245292205093314560,1;267852250620252160,1;245785790775447552,1;253263530172755968,1;257828170240249856,1;263405065166016513,1;245903956935598080,1;
year	13	243240330600787968,1;280073223549366273,1;267016960095694848,1;254868421869723648,1;281781676835737601,1;279486218125852672,1;244798090924658689,1;235253968954089472,1;258217162597089282,1;239122643956137984,1;260979833180397568,1;241858777190629376,1;278103477727682561,1;
del	1	254118614540636160,1;
videos	4	269496589746311168,1;254259386514554881,1;248933083288571904,1;269501656494919681,1;
owners	5	283224941002907649,2;242242648281337856,1;247604390591098880,1;273088038064750593,1;238441203778072576,1;
discussion	0	
youth	1	259307512174616576,1;
concern	3	253001411342766080,1;253001436516999168,1;253001436500201473,1;
crash	8	243023048867971073,1;265501010242441218,1;235390353656659968,1;236993145504661504,2;236591444406702080,1;277545303970828288,1;235398387221024768,1;235493207868309504,1;
theatre	4	258590849896706048,1;256392594223935488,1;238574393905799168,1;262133648478842880,1;
a�o	0	
trip	5	258881670365712384,1;245266112336502784,1;237282239866613760,1;284145888560046082,1;244905934873296896,1;
raises	3	253001411342766080,1;253001436516999168,1;253001436500201473,1;
championship	1	254145416172535808,1;
manufacturing	2	256508084384591873,1;279457671709605888,1;
app	4	234883968405749761,1;280737425142214657,1;234861168190181378,1;
linked-in	0	
ad	25	242406343594635264,1;272352730448801792,3;259768195248963584,1;276118762422403072,1;236163151463342081,1;233247732662431744,1;244083587043962882,1;243744943124905984,1;236149440254181376,1;267357360501174272,1;239069770580905984,1;250415283179769856,1;236932122579959808,1;258964952449163264,1;271998034907377666,1;256798372172795904,1;245588427830091776,1;249976181506580481,1;235990065120174080,1;284157477388419072,1;236154855109033984,1;249864684310781953,1;236208831619813377,1;242594890138132480,1;236149582885707777,1;
giles	1	243240330600787968,1;
investment	1	270478115623563264,1;
romney's	0	
/allusion	0	
intellichoice�s	0	
downey	1	251666819277000704,1;
/	10	265042939196100608,1;243687665722068992,1;244327330628120576,1;254121361826525184,1;251233533174108162,1;242045352432254976,2;263250591642439681,1;271958683959836672,3;260270681244196864,1;234389116035428354,1;
mill	4	258590849896706048,1;256392594223935488,1;238574393905799168,1;262133648478842880,1;
quality	7	241746818638159872,1;252607334021488640,1;256454774763958272,1;257506056102637569,1;245588427830091776,1;266046611145244673,1;
zone/home	1	245792044499488768,1;
plant	3	266667204559396864,1;239802926510518272,1;241609190932619264,1;
comparisons	0	
#myfirstvolvo	1	247697185477632000,1;
jones	7	252631006941679616,1;257802489372499968,1;242182399985852417,1;252939847994601473,1;252304125105152001,1;254743456763740160,1;281662649148788736,1;
frank	1	277046240477335552,1;
compare	1	239712462054780928,1;
mobility	1	259307512174616576,1;
parallax	1	247961037935091712,1;
in-fighting	3	253001411342766080,1;253001436516999168,1;253001436500201473,1;
palmas	1	255398347043639297,1;
ceo	18	249952739524747264,1;250103986135371777,1;249157549826379776,1;250223683195531264,1;250105387032915968,1;259245597532504065,1;250187364733952002,1;250263344517349376,1;259706849362866176,1;249952739541540864,1;250102031598116864,1;259283384008851458,1;259194896462790656,1;259658989581783040,1;249955138960248832,1;259267110134501376,1;249952739558322176,1;259235954856964097,1;
milan	0	
prize	2	245969676990046210,1;263775908538744832,1;
facts	2	269713159516999681,1;246417407445434369,1;
accident	3	271153843172163584,1;271305278526484480,2;249555262124482560,1;
golf	9	275941695705739264,1;280683746443800577,1;265168697180700672,1;263387925742489600,1;284118352950075392,1;262838815088070656,1;263390400369283073,1;264037505970606080,2;253859385611280386,1;
involvement	0	
assembly	1	236069861736984577,1;
national	5	262319200285102080,1;241248988332978176,1;256478069940953089,1;262838815088070656,2;264037505970606080,1;
certified	2	269467904905461762,1;259292997362012160,1;
escape	0	
hand	1	247604390591098880,1;
cuts	3	266870611526180864,2;268659959330373632,1;265805803573891073,1;
buzanga	2	266594852827963392,1;250984336164257792,1;
plug-in	8	271171660579745792,1;252463273742565376,1;271184090680684544,1;270932283240902656,1;270504162251399169,1;281809640252137474,1;274177382703837184,1;251805934047870976,1;
polestar	18	238078748786819072,1;278566067520040963,1;245875884442148864,1;274192393862008833,1;276429430325407744,1;266240836784754688,1;245739057844473856,1;271379980653568000,1;260362872046100480,1;273089984226025472,1;281452428161871873,1;258878159741677568,1;253551804686692352,2;245785790775447552,1;263255540895977472,2;270994820334489601,1;263405065166016513,1;245903956935598080,1;
website	4	281700831621951489,1;247961037935091712,2;244334637244100608,1;255856478286663681,1;
art	0	
mini	3	238930377048211456,1;237811823313817600,1;237938814256021504,1;
renewal	0	
spotify	12	283219937202405376,1;282252089550307328,2;284524269977886721,1;282298599608569857,1;282838748901814272,1;282625394614603778,2;282453272957181952,1;282253267583524864,1;283309871464583168,1;282882752930512896,1;283303173190471680,1;
jobs	1	241174031896809472,1;
black	17	233722699862667265,1;245945314421403648,1;265608843235569665,1;265914276659728385,1;265546212126638080,1;273057314783784961,1;278677157872562176,2;279403288368140288,1;284781472420872192,1;264276572918403072,1;238303408321339392,1;253933196952100864,1;268147403784335360,1;243092020019752960,1;274312720730443776,1;248863776605097984,1;266031472299876353,1;
katy	1	255050744670068736,1;
launch	9	252004039397634048,1;273691594224455680,1;272287718736818177,2;248895856965722112,1;243744943124905984,1;248963114480046080,1;276941450007166977,1;281809640252137474,1;235340511236460545,1;
pinterest	5	249153196163989504,1;248054934430416896,2;245266112336502784,1;250459084321615874,1;247753372348866561,1;
politicians	0	
team	4	269502092681551873,1;262741690274705408,1;241853240726147074,1;243264082969513984,1;
queries	0	
connected	4	284420284096839680,1;280651300272734208,1;241732151152881664,1;280781444366888961,1;
marketing	5	237648694223175681,1;235396625609154560,1;243319340320047105,1;241177991349141504,1;243264082969513984,1;
stunt	3	237838322897137664,1;237945382527696897,1;237678736412127232,1;
sale	44	284451187720331264,1;259403315970973696,1;257861674357374976,1;241198715401015296,1;274845690532884481,1;276038881919508481,1;233756459811340288,1;262319200285102080,1;241578052432326656,2;261829607563599872,2;236232709771522049,1;256392594223935488,1;238033609720754176,1;242231512429391873,2;240922348486787073,1;234609560256659457,1;266550972011134976,1;280419740168630272,1;253911852155805696,1;260517969011023874,1;251282405212688384,1;256478069940953089,1;245918276276875266,1;266283824219037696,1;233508828103192576,1;241650513236611073,2;254500581408899072,1;266461205533687808,1;243327937024249857,1;243109036294275073,1;273197467456126977,1;241259193045237760,1;251283218895085569,1;249124985245929472,1;248863776605097984,1;239010781881061376,1;255730691101302785,1;274218054869733376,1;235755502859083776,1;248892100731625472,1;235878614044909568,1;241140624269660160,2;261490393231790081,1;
police	4	245997085382557699,1;247727043746340864,1;267588194021801984,1;244461867144212481,1;
partners	1	280941352190111744,1;
series	9	239199861105369088,1;283224941002907649,2;248867949929177088,1;265534079800332289,1;257693931536523264,1;268753514270957568,1;261997488788086784,1;270504162251399169,1;268847923872284672,1;
trips	0	
trucks-ota	1	267016960095694848,1;
buying	2	243417883873513472,1;245912056103055360,1;
jeremy	11	256325665694044160,1;255700995420585984,1;243031227794341889,1;255675385025527808,1;255854762812141568,1;242594890138132480,1;242439730250268672,1;242679996773187585,1;267894105592430592,2;257880305455730688,1;242647801673179138,1;
perry	1	255050744670068736,1;
