chek-ins	0	
bad	57	284290940141699072,1;280700552856338434,1;284362566283698177,1;284320803615555584,1;285128895005593601,1;275690834391871488,1;276402511294902272,1;276395750580162560,1;274257019953885185,1;
bicycle	6	273657673025744897,1;273643116446244864,1;273763908190347265,1;273809651286548480,1;
prototypes	1	
r8	1006	273149262328627200,1;273697233428426752,1;275312982286819328,1;283856921952395266,1;283625748575686656,1;280534123058184192,1;278967923798851584,1;273875413762199552,1;281914552365506560,1;273862607448989696,1;281833048654356481,1;284377430888701952,1;274303752901623808,1;273841530698100736,1;275617220862820352,1;278554919064186880,1;279981267653640193,1;277376839738064897,1;280736856168079360,1;281775813177769984,1;285429605622480900,1;280790231450537984,1;283505837723504640,1;278324920193277952,1;280897320424456192,1;285684795445506048,1;283354544996499456,1;278467314599477248,1;276245271019667456,1;279956408009633792,1;285876705825009664,1;275646911615225856,1;281844654280937472,1;279735120699719680,1;279338624753999873,1;281415655788519424,1;276099518985035776,1;284003890981113858,1;280867591168335872,1;276713321800019969,1;274628039697125376,1;279194130977009664,1;285230703338205184,1;282218039615836160,1;283705453085609985,1;285135454884474881,1;274828665831956481,1;278164689421225985,2;277696135311794176,2;283499434036314113,1;281913822892154880,1;279804368671363072,1;274870587900428289,1;279030758662885376,1;282447950439907330,1;275763990443999233,1;277828419474038785,1;278643838313197568,1;278550464700760064,1;281418630443450368,1;279184249226137601,1;282423283712933888,1;281357670454263808,2;275088637199269889,1;282957984160698369,1;278549776826527744,1;281781245749370880,1;280113052660137984,1;274891005759725569,1;279566313544904704,1;282119299915718658,1;281838346068705282,1;280062444175491072,1;276678339073282048,1;274992268874743809,1;281831459013148672,1;282248045687627776,1;279981917762371584,1;280785294750535680,1;281892016357515264,1;281828766261600257,1;276367700836638720,1;275972842590461954,2;275689328645140480,1;278978478957809664,1;282187261842432001,1;285539961946656768,1;278287230211088384,1;273083760164085760,1;284911382581899264,1;274305778750484480,1;284828339544403968,1;283978691019689985,1;280096355152711681,1;
release	8	276115948044439552,1;281497981541285888,1;
celebrities	0	
mechanical	2	284744424125239296,1;
advertising	4	277470850855346176,1;
rent	2	281009677402243072,1;
concern	0	
granted	0	
rs6	44	278891306447687680,1;276271397372825600,1;280360654513266689,1;276602625749835776,1;276355140838117376,2;276338246177411073,2;277763385263792130,1;276947926020939776,1;276362493457227776,1;276301214671577088,1;276604865512349696,1;276719638421852160,1;279309293998718976,1;277157267755896832,1;276189314847748097,1;278617804754800640,1;280419291373907968,1;276291653109706752,1;276488150589788160,1;276321921942040576,1;279364142891143168,1;276146172207439872,2;278549776826527744,1;278073173872898048,1;277127177982603265,1;276355132449509376,2;278129750839525377,1;276244256014884866,2;278562779189878784,1;
sweden	1	273791284437725184,1;
safety	7	
engines	4	278976672387198976,1;
model	66	274603721135099905,1;282269801521487873,1;278581351580590081,1;285157563048271872,1;273678671561232386,1;279485387662032896,1;
presence	2	
volkswagen	56	273620088014393344,1;274137960419565568,1;281943480845082624,1;280431639413284865,1;274798409838387201,1;273791284437725184,1;274219891966488576,1;273716290277998592,1;274717356251545600,1;284195429007122432,1;274014064869515264,1;274136108852449281,1;273875799663337472,1;282044752344543232,1;277826049671315456,1;278896876458229760,1;282878440644939776,1;281871724977471488,1;273913355452948480,1;278030681391656960,1;277590686331699200,1;280391697421193216,1;285812562338131968,1;282160487012106241,1;
events	4	285785437723848704,1;
czech	0	
models	39	273841530698100736,1;278814638760669184,1;277344438517379072,1;273844816348082177,1;273943180574072833,1;
dealerships	7	
contract	2	282480028439179264,1;
inspired	2	
cylinders	3	274215580234567681,1;284821314097786880,1;
innovative	3	
cars	250	276743474643087361,1;279949973053919234,1;284542208345001985,1;283248651428573184,1;276537484018601984,1;279981267653640193,1;278180300612321280,1;284358410470846464,1;276431938531753984,1;276682070040924160,1;280430838292828160,2;274206706219773953,1;280829876011954176,1;273924445180157953,1;282203643120324609,1;277804692296327168,1;274967119827959808,1;275050167038787586,1;273943180574072833,1;273942635104854017,1;276136416256348161,1;277319337952555009,1;276134902766915587,1;277191476671307776,1;278281127481978880,1;278252688058241024,1;281240926192553984,2;
mentions	1	
ax	0	
prizes	3	279080407427842049,1;273579014898188288,1;
drive	263	280424983048630272,1;280690230837772289,1;285565190706171904,1;283974890950897664,1;281797388702724096,1;273716290277998592,1;278961946890489856,1;280574908440928256,1;278896159257419776,1;281396220268793857,1;283705453085609985,1;281631826919972864,1;283543678784532480,1;277471937184280576,1;276998207333089280,1;279155237225377792,1;278896876458229760,1;275897873609146368,1;285878027055947776,1;282733708325306369,2;283751036760494080,1;279294240620703744,1;276105838303776768,1;277295298253029378,1;283821895319683072,1;280356058063577089,1;
drivers	36	273945785815678976,1;281540841200291842,1;277181842334035968,1;277022039347445760,1;281825493811085314,1;
care	15	275630237604261889,1;280522111347466240,1;
products	4	281140355536138240,1;278624221528219648,1;
malfunction	1	
world	76	275198431465725952,1;281833048654356481,1;279981267653640193,1;275929420152336384,1;281384333607051264,1;284947018957328388,1;279307062624780290,1;283297796528930816,1;281913822892154880,1;281505909732147202,1;273929767772905472,1;274302016426217473,1;278723286819545090,1;273262460503486465,1;
systems	4	
audis	13	278550343070121985,1;280757310341648384,1;
pastore	13	281780592331354113,1;281974237273657344,1;281844654280937472,1;282218039615836160,1;281835968892387328,1;282447950439907330,1;281781873942855680,1;281781309754470402,2;282119299915718658,1;281995960048033792,1;281904737710919680,1;281892016357515264,1;282187261842432001,1;
advertisments	0	
l.a	5	284399773954502656,1;276079767978139648,1;274210526098255872,1;
lemans	14	281537620826267648,1;
brands	12	277470850855346176,1;284039206425219072,1;
efficient	2	273114439740444672,1;
topics	0	
sponsored	4	
food	6	281914552365506560,1;
joke	4	
releases	3	
promotions	0	
sale	99	273142702428786689,1;281140355536138240,1;275107293434105856,1;276367388218376192,1;280825581040439296,1;274967119827959808,1;276431095476658176,1;284814917800968192,1;284997978194837504,1;276842984518057984,1;273148687683813376,1;280867301757161472,1;276716484326215680,1;282564824683147264,1;275872359678869504,1;282193536500236288,1;
crashing	2	
tt	413	284792092394405891,1;280697877628608512,1;278149581827612672,1;284290122256629761,1;274270219441168384,1;283974890950897664,1;274180662632779776,1;282037424513769472,1;282918828126650369,1;281204351219929088,1;284780822601531392,1;285459397776396288,1;277002430984617984,1;276473969140445184,2;282334263783866368,1;276338636251860993,1;276251612824096768,1;276704673157750785,1;275310620734267392,1;278029961175121920,1;280424580403843073,1;281007429255299073,1;273575592333561856,1;283405472248233985,1;284574709989924864,1;281118146335760385,1;277067247829282817,1;283210541990830082,1;274257019953885185,1;
november	5	276998937154555904,1;275666385772900352,1;
auto	146	274303752901623808,1;278239792632840192,1;276998937154555904,2;284744424125239296,1;273924445180157953,1;281256763859283969,1;282763919901196288,1;273844816348082177,1;284399773954502656,1;276493720629702656,1;275763990443999233,1;276842984518057984,1;283674109047631872,1;276079767978139648,1;274672486719827968,1;275280450816184320,1;274210526098255872,1;
usa	13	275198431465725952,1;284467243541217281,1;279307062624780290,1;
republic	0	
fuel	13	282606499266715648,1;276144888754601984,1;274210526098255872,1;
reputation	0	
experience	64	280604172112506880,1;280391642517745664,1;281140473261858816,1;284744424125239296,1;275955125875507200,1;283158939447746560,1;
sales	50	276537484018601984,1;273841530698100736,1;284287429513445376,1;278120636616949760,1;278113141404102658,2;275666385772900352,2;278148404297736192,1;273160339468718080,1;
japanese	10	278848696500760578,1;
