tools/accesories	0	
bad	12	247471406076530688,1;237538400809390080,1;273903393993531394,1;252554428547203072,1;249534143791247360,1;273869252329619456,1;266976721784414208,1;267128112419057664,1;267369384337625088,1;285126982382002178,1;274976863187791872,1;252554432749903874,1;
japan	8	258827941335683072,1;268171299447271427,1;251473478916665344,1;265731849593176064,1;261795856024494080,1;281119794667859969,1;278994031873228801,1;263983081504006144,1;
american	2	235830757044666369,1;243895095001239552,1;
owners	5	272293669925687296,1;279494707413909506,1;246707434561871872,1;267384833217556480,1;241909834461630464,1;
videos	6	274156906107527168,1;252554428547203072,1;243405523276419072,1;268921089307062272,1;264775439225073664,1;252554432749903874,1;
rivalry	0	
america	5	278548459848601600,1;252929713922797568,1;250411063730909185,1;278431967249301504,1;265582175859122176,1;
fit	9	277806743323566080,1;267355431142301696,1;270529378411216896,1;270529866259107840,1;267523559784583171,1;262869203571335169,1;238910676406513664,1;241050677449744384,1;255825645962145794,1;
begins	0	
relationships	0	
review	14	254273728458928128,1;250531981299961856,1;266214601312567296,1;266153108709711872,1;238748465906212865,2;265966915183333377,1;281971825599188992,1;270829103362473985,1;242059361399214080,1;280905826456178688,1;274621320409538560,1;270379627476811776,1;272990906385301505,1;
safety	9	244134015169331200,1;244365121319731200,1;244189950386515968,1;245278716199063552,1;282228185658179585,1;284338453230014465,1;244268832691212288,1;256799944042758144,2;284415246741950466,1;
state	0	
brand	4	261694936859152384,1;250635760976416768,1;274551439123169280,1;241948559002443776,1;
events	0	
rally	15	264085228778311680,1;274932960308891648,1;248131174600429568,1;250979391201492992,1;280307492192403456,1;239512794523893761,1;253519806349860864,1;246283495276675072,1;245883652301537280,1;278176102101434368,1;244824071014076416,1;244190101381459968,1;253074291569065984,1;241053223392272384,1;259768480444858368,1;
4square	0	
carjacked	5	284377226215055361,1;284374424604516353,1;284363247610638336,1;284370995291246592,1;284367348696248320,1;
director	0	
picks	0	
personal	1	268671666681417729,1;
indonesia	2	250565024043630593,1;254984415367798786,1;
demand	3	275684488384749568,1;275950780572389377,1;275682944872484864,1;
dealership	6	238292041744936960,1;237963791302811648,1;262004531011936258,1;264140086080327680,1;262966419157823489,1;277479596004372480,1;
foreign-trade	0	
cars	34	264039628284260352,1;264925884732022785,1;273068874289790976,1;250809300308619265,1;271025308700905472,1;243895095001239552,1;283587400205213696,1;270529378411216896,1;279328113857540096,1;280480666628550657,1;251482913919602688,1;270120425382629378,1;236653260075843585,1;239350218527764480,1;238458522076073984,1;270529866259107840,1;250348375642361856,1;272104255685554177,1;271161950765998080,1;242712641028628481,1;269177491313291264,1;278262785773817856,1;264740391629238274,1;247710787576164352,1;273668529725771776,1;253117526479888384,1;279428013773438976,1;276158285353189376,1;270481424946176000,1;266431417582497793,1;272374251376500737,1;244152155525750784,1;245858612310835200,1;258746852873207810,1;
sydney	3	260413589553299457,1;259292888813412352,1;258904172794105857,1;
coast	1	236894113788727296,1;
books	0	
stop	8	258693967959441408,1;282653781655703555,1;264153643501101057,1;240737165787668480,1;273668529725771776,1;284826515043135489,1;284018163593662465,1;258746852873207810,1;
science	1	278206315673837568,1;
deals	1	241938276045438976,1;
santiago	0	
competitive	0	
buying/selling	0	
conditions	1	239349576778272769,1;
kidnapped	2	270957847729274880,1;270953726758490112,1;
participation	0	
love	43	271391068782747648,1;235830757044666369,1;281633450119802880,1;269560821321965570,1;263278836056203264,1;250809300308619265,1;272293669925687296,2;237701538271858688,2;257911871796043777,1;262943778300628992,1;237534999254036480,1;269532017878790144,1;254569728742416384,1;238748465906212865,1;259153415114989568,1;239024899212079105,1;266250135539945473,1;260513539830198272,1;285453685096595457,1;243890714088460288,1;259905353154715648,2;259007528850034688,1;246277765882589185,1;255807149068918784,1;235861035712651264,1;262866076461826048,1;253981204955664385,1;247388826962653184,1;273085878438604800,1;271282223674707968,1;274986304570286080,1;277065215542190081,1;281507217566494720,1;285126982382002178,1;236116833747468289,1;239784756789780480,1;276011484738383873,1;276328721659613184,1;277567697334714368,1;285420164256776192,1;257001540039106560,1;239383106036056064,1;
motor	8	264436195528945665,1;272536952643915776,1;264939566568460288,1;254984415367798786,2;256079262921154563,1;280694844706398208,1;259291235771092992,1;276158285353189376,1;
association	2	255807149068918784,1;235861035712651264,1;
distribution	3	252929713922797568,1;278250974622146560,1;237527109759795201,1;
networks	0	
prize	2	278206315673837568,1;255664425275637761,1;
cars/driving	0	
accident	0	
pictures	3	269526960735125505,1;278072964161884160,1;266153108709711872,1;
posted	12	282304475853635584,1;258800703504535552,1;263664707846668288,1;277395609248464897,1;269531050164752385,1;237565462458818561,1;262135938573025280,1;258855187534471168,1;285819768156598272,1;266777011433902081,1;269890921452146689,1;260499950289420289,1;
products	2	249113950061469697,1;270656792969768960,1;
outlaws	0	
advertisements	0	
sema	9	263361426134011904,1;260165576532570112,1;263481014129668096,1;265582175859122176,1;263633946804363264,1;264165495165558784,2;263351192032247809,2;266633113243893760,1;264186957398147073,2;
