achievements	0	
achievement	0	
japan	49	268923853353390080,1;274216981140492288,1;282160300856315904,1;271261276083195905,1;278220029047230464,1;277269893374676992,1;277521912324825088,1;282606562198044673,1;270978861011972096,2;273066823279329280,1;
happy	21	273899266794209280,1;283297355661447168,1;
owners	17	278941583578112001,1;275718081471475712,1;272270487877455872,1;281696071091122176,1;272993236933570560,1;
discussion	12	281763229905076224,1;
upgrades	17	284637326758522880,1;284630464885563393,1;284630414541332480,1;270801202877440000,1;284637561656311808,1;284630628450832384,1;270791824405315584,1;271410806971850752,1;270871260303593473,1;284638241133588481,1;270828604240318464,1;271078958047567872,1;270772580917579776,1;268050372793360384,1;
lowers	7	270801202877440000,1;270791824405315584,1;271410806971850752,1;270871260303593473,1;270828604240318464,1;271078958047567872,1;
america	10	267350937134325761,1;275674019414548480,1;275698174205771777,1;269090291728912384,1;268905644189425664,1;271759068660654081,1;
salespeople	0	
improved	0	
offer	25	285748855058862083,1;284602597933985794,1;271891394744942593,1;284374398423666688,1;276531666518937600,1;268259421069639680,1;280282708062633986,1;
loss	3	284793824633569281,1;284374398423666688,1;284374398427865088,1;
drunk	2	281100127576403969,1;
price	77	274596381094735872,1;280721071550914560,1;280946406338998272,2;275816000799252480,1;271262186247172097,1;275958527451860992,1;271564029330341888,1;285768203408375811,1;270046282649833472,1;270801202877440000,1;271891394744942593,1;280627471471218688,1;271402213048467456,1;267904801084416000,1;278169659671474177,1;283230041301725185,1;281640538476781569,1;270791824405315584,1;271410806971850752,1;270969667059871746,1;277093506105876480,1;285718991631179776,1;274876422189891585,1;270871260303593473,1;277107540234493953,1;273000502936088577,1;270828604240318464,1;271078958047567872,1;268050372793360384,1;
barcelona	18	274121594253758464,1;271664373855039488,1;284042531971416064,1;267954847481999361,1;268425335165575168,1;282164214133567488,1;281874723242143744,1;273173492831227905,1;281856837035384832,1;281858021527793665,1;271577330617569281,1;
fiat	11	273812755058933761,1;276880087343841280,1;276825502671581184,1;271036461372035072,1;276832440037801985,1;276405979988520960,1;276401970246479872,1;
initiatives	0	
latin	0	
models	31	280834326143324160,1;278672065979088896,1;271316582146396161,1;284645203640479744,1;280605375877758977,1;282985861514145794,1;277761067348795392,1;281016308622036992,1;
gtr	184	273103305322926080,1;283850440532189184,1;276671811570266113,1;269792321770491905,1;285673487635447808,2;272241883382681601,1;280946406338998272,2;268045884858712065,1;277452882465394688,1;279942927495610369,2;281684935193014272,1;274575300514418688,1;272988414956163072,1;280064088355270656,1;276960974496489472,1;283835602334531585,1;269620598538391553,1;270969667059871746,1;268269810373251072,1;270062900478095361,1;273878936977543168,1;276601191306231808,1;284762669347647489,1;282597032751947776,1;278675257857015808,1;285331576324227072,1;274944109846884352,1;276935670273040385,1;275650581656375296,1;278588062466985984,1;
commercials	11	272507758748790784,1;278677652796215297,2;272901541357289472,1;
hurricane	3	268259421069639680,1;
stations	1	
demand	4	
innovative	5	268492192375533570,1;
worker's	0	
