german	12	263724669604073472,1;251313539518722049,1;253937621947015168,2;282123349038080002,1;248444912436142080,1;262054204179361792,1;268971785855307776,1;
year	18	276457599292026880,1;275706199503155201,1;248366785106173952,1;251298280665935872,1;253411954037780480,1;258474198043869185,1;284645203640479744,1;281374422500274176,1;253322950214828032,1;253868269138763776,1;245113984930439168,1;260367942972239872,1;275637415740325888,1;253826221228564481,2;283612956070146048,1;272401354985730048,1;
videos	2	244210867397357569,1;
advertising	6	245829491258175488,1;272148786577555457,1;245430507649769472,1;263298142462689280,1;275271173309362176,1;256159810360324096,1;
quotes	0	
der	0	
bank	2	250731768594980864,1;250973436011229184,1;
companies	0	
self-driving	1	255199474098511872,1;
price	9	246617588375908353,1;247456419832545280,1;284791387721981952,1;269154544259305472,1;263583237685792768,1;251845591204765696,1;
safety	2	284206982796279808,1;254074251408199680,1;
review	13	263724669604073472,1;284255070709751808,1;277073482498596865,1;271134004114231296,2;243382114844803072,1;284606238581456897,1;278395770405797888,1;261186176336142336,1;285025396343324672,1;
championship	2	278076600644415489,1;
barcelona	0	
record	14	246573422384148480,1;251298280665935872,1;247781331583524864,1;265852268056813568,1;271998871801057281,1;281514113774010368,1;251077920318164994,1;
model	8	246175684895051777,1;282123349038080002,1;264287029301497857,1;279485387662032896,1;245201926902390785,1;
text	4	278860148599037954,1;274138262841462784,1;274126381829468160,1;274122918194196480,1;
contest/prize	0	
