recalls	1	284483664224612352,1;
practice	13	281203525554421760,1;
bad	101	279045510025838593,1;282000292344627200,1;283005281120702465,1;276088809618296832,1;284425759861395457,1;285521729302962177,1;285187444054315009,1;282580897243480064,1;278735060230877184,1;282093246514077696,1;285608282951929857,1;281559911379390464,1;274292840270532608,1;277604217148022786,1;284014116086108160,1;277872992338468864,1;282755510334259200,1;
drive/have	0	
motorshow	1	275786565177970689,1;
rides	5	
sourcing	0	
venezuela	0	
hamsters	109	282963916919803905,1;282676802349047809,1;274590969175867392,1;281228422942978048,1;
road	37	278869466845163521,1;279331819629977600,1;275933256770281472,1;277593571983491072,1;276766849532850176,1;
rio	267	285255076442939392,1;284886871065100288,1;280039717305716737,1;280936449254232064,1;277095922029195264,1;284557785956487168,2;277154294166339584,1;280676049879179264,1;281753415619584000,1;279962577801453568,1;284588047880843264,1;277540778291630080,1;281129831645724672,1;276195266527375361,1;277350421511696384,1;283923804940550144,1;284208366883053569,1;275966650954702848,1;281843919736688640,1;278628222927765508,1;279903425565687808,1;279081706877763585,1;280129167192911872,1;
reimbursement	1	
recent	3	
events	3	276699921002934274,1;
song	53	276456689123860480,1;281210358084038657,1;281142580505354240,1;283073883148533761,1;281200086237736961,1;282144712784232450,1;281852493464469505,1;281217043817185282,1;
models	16	285569837164527616,1;
kias	4	280753216688381953,1;
dealing	1	
mpg	29	282268421624848386,1;274640899445780480,1;277955561411207171,2;
work	70	285882556904251392,1;284125286134603776,1;276382118605635585,1;274599128334495745,3;275250877076480002,1;281077142786289664,1;284978524996128768,1;284047411373039616,1;277145859420999680,1;285868648571236353,1;280842903486595073,1;274921745813762048,1;
director	0	
commercials	183	281962019299655680,1;279098924478906368,1;283645207520628736,1;281589523161419777,1;282314609275310081,1;283709621984714752,1;276554613526777856,1;283767645025734657,1;283701254587297792,1;283701984379432960,1;283698339512459264,1;281919522640904192,1;282319466266759168,1;283701913059487744,1;285507078615871488,1;283701744045785088,1;279402183630389250,1;283852168145014784,1;283701334266503168,1;283812814659936256,1;283704614203842561,1;280448550855401472,1;283709583355154432,1;278714600399200257,1;276498716033163264,1;284185650557747201,1;283712343626616832,1;283659080864772096,1;283661823914430464,1;283767300358823936,1;283698595385995264,1;283661798761193472,1;283701476386283521,1;283709855984934912,1;283710377181724672,1;283661786178281472,1;283698482135580672,1;283765930734002176,1;283701422330109952,1;283659034710654977,1;283701204230496256,1;281994499994042368,1;283701380408029184,2;283661714870919169,1;
league	19	276074026076614656,1;276075314872995840,1;
australia	6	278232096051437568,1;
carnival	33	279030968361316352,1;285807537805209600,1;274611702874648577,1;
forte	84	275951334216314880,1;282236783981391873,1;283515484673028096,1;278810360570593280,1;277058110378627072,3;281065423917690880,1;275762674414002176,1;270713807452643328,1;275635456975183872,1;277900435682119680,1;276075314872995840,1;
nba	29	276487413327593472,1;280460890476797952,1;276486157490081792,1;283724711379230720,1;283701476386283521,1;
flintoff	1	276802559832903680,1;
endesa	2	274498280497479680,1;
/	56	280452476719734784,1;277577704931467264,1;280382264083365888,1;
quality	11	276142003094441984,1;280673722065645570,1;281485009506926593,1;
cars	114	279247193125302272,1;275260851131404288,1;276074026076614656,1;277950360482627584,1;277175245113290752,1;276428436283719680,1;276772989985513472,1;283062080389660672,1;281431628608335872,1;278294729626619904,1;283617029875982336,1;277604217148022786,1;274657961836699648,1;280673722065645570,1;278501282296238080,1;274607634387173376,1;276075314872995840,1;
sorento	163	278869466845163521,1;283268180087037953,1;283629888471191552,1;278653757816991744,1;280729577616199680,1;284138028409176066,1;274977999827374081,1;283427785966501889,1;277102809063763968,2;285679888130793473,1;275716082789146624,1;278848197378584576,1;281224832635523073,1;278810360570593280,1;282580897243480064,1;281066581524623360,1;282739634893627392,1;278197191049347073,1;274657961836699648,1;277237605614116864,1;282643543393181698,1;
mercedes	7	
spot	16	278091846926876672,1;279148798947766272,1;274622606794162176,1;278042857439379456,1;
plant	8	274661665407131648,1;
difference	16	278091846926876672,1;279148798947766272,1;278042857439379456,1;
cheerleader	2	
baseball	0	
