maruti	129	270021628560306176,1;274852745352183808,1;274057106850721792,1;255892381528883200,1;266457082532855809,1;279499123986685952,1;278506881117470720,1;268428599776919552,1;263485795602685952,1;263642532574015488,1;255021878899519488,1;254458567069945856,1;277032852284129281,1;258428039619309568,2;258546562240761856,1;263218316464762880,2;283144582332559360,1;279457973682724866,1;258583040111046657,1;263557472063737856,2;258231377068167169,1;263159302586523648,1;253436478112280577,2;259592399364448256,1;261742777107357696,1;274871959458836480,1;256268728013041664,1;262601854452658176,2;255678631408451584,1;258135394632216576,1;260320140476960768,1;263879674319478785,2;283467854127439872,1;264938698347536387,1;255727360819748864,1;281279723487772672,1;253803534255022080,1;
japan	11	270605358215598081,2;269055168644018177,1;
year	24	273733914298839040,1;268176080244989952,1;255157229060255744,1;255855152865611777,1;279499123986685952,1;256951828464431104,1;272854562140979202,1;282754218497032192,1;270126427440037889,1;275639873568903168,1;263734849326702592,1;282408603653132290,1;
american	40	265965107446689792,1;265691810783977473,1;265660173153091585,1;265635204327153664,1;265849457873129472,1;265621749117378561,1;265642439631572992,2;269862228222693376,1;266059466674434050,1;265944911860342787,1;265882785825320960,1;266018798732181506,1;265665491505397760,1;265623112261988354,2;265823835109072898,1;277126326530478080,1;265705194795458560,1;265685053743439872,1;277119942787227648,1;266091485995347968,1;271653001553403904,1;265641831432343552,1;265653051212312577,2;265820844356419584,1;265642439627378688,2;268013081219698688,1;283851981074866176,1;265755622476247041,1;265827878200041472,1;266360206672412672,1;265630649438842880,1;253541750931595264,1;265628578983583744,1;265602590157438976,1;265604665712988160,1;266342531883732992,1;
advertising	4	257295715959717888,1;258301308702953472,1;258121363909402624,1;262832385949827072,1;
program	0	
rides	4	276515493274345473,2;
companies	1	260026694381993984,1;
forums	1	274033312547360769,1;
fan	6	271491069399678976,1;275853823308857344,1;
closing	2	265685427053289473,1;265755622476247041,1;
problem	7	258337274893332480,1;263412294652932096,1;262185922097991680,1;
motogp	15	264136646746836992,1;278515171125755905,2;278398492492316672,2;278505553158864897,1;261097401228599296,1;
review	14	262623941661700097,1;266275813098409984,1;263292119442149376,1;259592399364448256,1;261742777107357696,1;262076979992489984,1;
safety	4	267983196782731264,1;
philippines	48	272360267600515072,1;277762591013617664,1;274832930453479425,2;272586507099971584,1;272022268417302528,1;271491069399678976,1;266456717615828992,1;279132030132965378,1;274912652583653376,1;272106218590466048,1;277381994541899777,1;269071712149200896,1;272192403165827074,1;272201672556703744,1;278866172982743040,1;279000148632272896,1;274297637585428482,1;277411121248485377,1;274889147704025088,1;270910221218611200,1;271069696734920704,1;278862758915764224,1;277379506627559424,1;269055168644018177,1;278845840175542273,1;266103715616940032,1;276993540456857601,1;281369770983575552,1;269017246779703296,1;277432338760216577,1;276543498616983552,1;277374474146443264,1;270158790136053762,1;277747855291203584,1;278862673179987970,1;274888070342512640,1;274531846296059904,1;274888078705954817,1;278860222469136384,1;277355597660307456,1;278859764442726400,1;282489558304714752,1;261399147532394497,1;275199689769512962,1;272357579412353024,1;274536654478393345,1;274533248430903297,2;
events	2	
rally	1	
struggle	3	258471857517383680,1;265687922651566080,1;
wins	15	282491419334148096,1;274519415586963456,1;279499123986685952,1;276305295733571584,1;282498888408121344,1;282499624219074561,1;274888464095391745,1;277855053304446976,1;282485433303183360,1;282761596240023553,1;282519358431977472,1;
inability	1	274057106850721792,1;
dealerships	0	
gij�n	0	
partnership	1	260313903567888384,1;
shape	1	271478754931535873,1;
bikes	7	280344020419506176,1;282409534759256064,1;281347383974035456,1;264068178924158976,1;
issue	1	
past	7	266522253615841280,1;272473555755737089,1;279356005953978368,1;
night	10	268176080244989952,1;266193357250912256,2;276182171922874368,1;274037070643724288,1;282616819666280448,1;265227811801939968,1;264356159836782592,1;281964624151207936,1;
motorcycles	11	265660173153091585,1;265656243073454081,1;265621727155994625,1;265699117269938176,1;265629345018687490,2;265617135378763776,1;279162786939019264,1;
personal	1	
analysis	0	
cars	36	265660173153091585,1;265621749117378561,1;253730360419041282,1;267701930967584768,1;253667525538246657,1;277188729377009664,1;263557090386264064,1;267653990056083456,2;265665491505397760,1;265623112261988354,1;270078595580440576,1;281741625422667778,2;265823835109072898,1;265642930369355776,2;277126326530478080,1;277119942787227648,1;266091485995347968,1;269055168644018177,1;265641831432343552,1;258231377068167169,1;275149014171799554,1;265831065879449600,1;256268728013041664,1;278455906717536256,1;265648169055039488,1;265630649438842880,1;265932681257295873,2;265671002820866048,1;
plant	25	274057106850721792,1;253803534255022080,1;
grade	0	
drivers	3	
jones	4	262832385949827072,1;
