studio	5	284000571994808320,1;
envy	4	
mycareer	2	279724131623264257,1;271846272422539265,1;
improvable	0	
celebrities	0	
hq	3	281133455515992064,1;
videos	2	
program	2	278182540383244288,1;
laptop	2	281942259933540354,1;281639536033943552,1;
crash	8	272937294762237952,1;
approved	1	278816358437896192,1;
trip	15	273853280419995648,1;275992786510168064,1;
music	67	279724569248550913,1;277225412772388867,1;276690039222726656,1;135477788315627520,1;280552376631427072,1;278177431704190977,1;275324176695443457,1;283082839451389954,1;
road	61	276333917647294464,1;272447752376549376,1;279236803855261696,1;274618963705602048,1;
price	21	283953252553342976,1;
gtc	26	280841074786828288,1;281092963696771072,1;274989772232073217,1;284587062198411264,1;274283544744980480,1;283852312433274880,1;277208883037081600,2;283982759477784576,1;
exclusive	10	276333917647294464,1;273800813518934018,1;282233986514817025,1;
volkswagen	24	273620088014393344,1;274137960419565568,1;280431639413284865,1;274219891966488576,1;274717356251545600,1;284195429007122432,1;274014064869515264,1;274136108852449281,1;275180404351324161,1;282878440644939776,1;281871724977471488,1;280403864748953600,1;273913355452948480,1;278030681391656960,1;277590686331699200,1;280391697421193216,1;282160487012106241,1;
presence	0	
brand	13	282791018418556928,1;277948921039441922,1;273134401896992769,1;272365611156393987,1;273637819031891969,1;279913303118057474,1;
promotional	1	
azure	12	277409622200045569,1;277416404599316480,1;
wins	13	281133455515992064,1;
happen	10	282936297390215170,1;277870131814731777,1;285346919092457472,1;
models	3	
tuning	2	285526510809526274,1;
preference	0	
nba	5	279724131623264257,1;271846272422539265,1;
dealership	11	
quality	5	
cars	53	284775017366048768,1;278925695533588481,1;278685517112041472,1;278944653770895360,1;273107579318697984,1;278816358437896192,1;275621741592731648,1;282493933953642496,1;283134143649431553,2;272918205109002241,1;275242689778298880,1;275974787426304000,1;
fires	2	283322294997250049,1;284798372102160384,1;
mercedes	339	273519884930015233,1;283946552572125185,1;284169413719126016,1;284508305026584576,1;278686860572766208,1;284515612254937088,1;280549189623091200,1;277970086264971264,1;284170662778658817,1;285871754008731648,1;281427993379868672,1;283089686317121536,1;282090721534672897,1;280485671490162689,1;282001223358492672,1;283878178731212800,1;282708404089262080,1;283091074250072064,1;278440716533907456,1;281086785507950592,1;281148953574113281,1;280879473648357376,1;281617935368351744,1;283479325578248193,1;282909957194653696,1;283668055446392832,1;278687077405708289,1;284830726766088192,1;278045671817363456,1;278035836212240385,1;279341917278457856,1;280887434097610752,1;278290141053853696,1;275668591972585472,1;280521994913595392,1;278495668153229312,1;278031512249696256,1;280887957999722496,1;282148963640029184,1;280774230159806466,1;
style	11	275977796097036289,1;273225833546674176,1;
drive	110	284036274585751552,1;275986044283940864,1;279322443972214786,1;283242666135785473,1;273134401896992769,1;276025317548761088,1;279330382967623681,1;281479003242639361,1;281005952872894465,1;279889353675792384,1;279817199055675392,1;280433073848479744,1;278017385447964672,1;
mulliner	5	278916287730700288,1;
card	5	277070668120608770,1;280792018207244288,1;281552668307111936,1;
care	44	272932014141886465,1;278214677136306176,1;276403075646889984,1;285747135398420480,1;
bentey	0	
