named	15	279484263567593472,1;279474008490127361,1;279234517947015169,1;
year	195	285802072383815680,1;283839305913339905,1;285479222816940032,1;285843436614062081,1;279484263567593472,1;285878631018942465,1;283700042416676864,1;285812583313854464,1;283034133758894082,1;284365720417083393,1;278360391447351296,1;282634438666493953,1;285801812336996352,1;285699383268368384,1;283648867931656192,1;284772806980411392,1;283734297771376641,1;282572259649019905,1;285878953997115392,1;284410570080387072,1;281183622533378048,1;278469589627727872,1;279499681862651904,1;278582349799763968,1;283984432245907456,1;284028712259837952,1;285801267094249473,1;281482199323254784,1;279109414458376193,1;285805322986196992,1;283232843075842049,1;285802181444128768,1;
competition	13	
collaborate	12	279139512775491584,1;279028371994849281,1;278843010165379072,1;
merchandising	0	
keith	3	279950750304571392,1;279937009320079360,1;279948729040138240,1;
worked	18	281757609915215872,1;261995784894029824,1;281869513920749568,1;281409519177838592,1;281753488369786881,1;
forums	4	
bank	11	279334249461587968,1;283377450103214080,1;
companies	13	285779976786173954,1;
review	93	283501207253839872,1;282171398955360256,1;283268096230297600,1;284365720417083393,1;284410570080387072,2;280412274328481792,2;279970958033436673,1;281227558949896192,1;278659928330215425,1;285719796908187648,1;280346180477673473,1;
hackers	4	281757609915215872,1;281869513920749568,1;281753488369786881,1;
carbon	37	279285571002720257,1;278957651956756481,1;279487245734539264,1;279471315759546368,1;278360357888733184,1;278894007558479872,1;279388868317442048,1;279345029460402176,1;279344161247875073,1;280616973107347456,1;279139512775491584,2;279028371994849281,1;279215987516137472,1;281835938550800384,1;278843010165379072,1;
lost	16	280381609746780163,1;285779976786173954,1;
engines	22	279262412664864769,2;279437279544610816,1;
championship	144	285474320040468480,1;
brand	124	284886355161538561,1;278655049662611456,1;283970528904085504,1;284752783364734976,1;278492344712585217,1;285184427582177281,1;279061321415274496,1;284858907644547074,1;284459141743931392,1;283370672095379456,1;278994317798940672,1;278694318137556993,1;
guide	8	278338794946699264,1;
10	94	279262412664864769,1;281218163671187456,1;279437279544610816,1;282862783840780288,1;281381636703133696,1;
song	25	281162723394473984,1;279352298189242368,1;283226048328523777,1;282771058602418176,1;283496484471709696,2;283021831848472576,1;281134306976477185,1;280039399239077888,1;280363066384855040,1;280960620822671361,1;
models	75	285470143549673472,1;281135724634468352,1;281333192470970368,1;280235782185299968,1;
12	67	283267160904716288,1;279174327784587265,1;278654340846198785,1;282755459985854465,1;281785347984216064,1;282455152013758464,1;278919009821409280,1;279171308741332993,1;278917404636086273,1;
employers	3	278778028023230464,1;279123524097028096,1;278781059162849280,1;
