280578009365377025	"@diors_keeper: bandz ah make her bust it!" lemme see you touch it ( touch it )	-1
278180065735495680	@movilidadvillav ,debían d buscar una alternativa a los vehículos q se están parqueando sobre la avenida frente a la kia y sena. + trancones	43
278970956272238592	y en la recta final kia-sorento y toyota-fortuner(2013)	84
280384067629895680	" @kee_raiinbowwz: @rainbows_kia blahhhh ... that shit crazy -.-"dont do that kee :(((	-1
282533996565499904	last niqht jarquisha didnt know whr she lived at loll	-1
275086591695941632	" @kia_lovesyou: “ @wadejrvsthetelv: " @trippyniggatoon: @kia_lovesyou you ugly"ultra ugly” who asked you!"i did	-1
284087978119286784	thank you :drt @anastasiaputrii: happy birthday siau kia @chriscavinjitas !	-1
279033900347555841	rfttttttt“@ayethats_alex: allergic to fake shit, get that shit awaay from me.”	-1
281868209500606466	kia cerato ex http://pinterest.com/pin/496662665125783915/ …	32
281673505723002880	#kansascity #snow #impending last time #blizzard #2011 #myold #kia #optima #weather #winter #kc http://instagr.am/p/tc36qjs5pv/ 	80
281238372066922496	#santaceelo's gifting the top 3 new @kia's! they've been awfully nice this year. we can vouch for that. #voicefinale	13
278544181645963264	i love random post its @ carriage kia http://instagr.am/p/tgpbz6yvkd/ 	-1
277469257019826176	not impressed with @kia_anne	-1
279078653420240897	“@vikelife_kia: @suckerfree_maal @kingdale114 ain't do a dang thang smh they good for nothing” let them hoes fight	-1
281962019299655680	those blake griffen kia commercials crack me up	2
279083506217406464	wrd rt @taylor_2fancy: lol yess one if them for mert @niitalkthattalk: i need kia to do mines rt @taylor_2fancy: i need symone to do my hair	-1
282675648328237056	#thatawkwardmoment when you drive by a kia soul, and there isn't a ghetto hampster driving it.	96
281159074341601280	rt lol pls tk kia of my boo @nomsii: @cocolori @mssbootylicious chinny come cuddle this babe	-1
274918965019553793	2010 national kia 5 aside champions, liberties fc as the england team arrive in south africa@kingoffives @ifc_fives pic.twitter.com/18i8zquo	83
281437592908611585	mean as hell! " @lftpocketshawty: @danotorious_kia mean ass"	-1
278851770938187776	mi casa playing groovy tunes at the kia year end function. pic.twitter.com/jt2wu9dc	24
274596360119013376	@stuckwithit216 hi h.a, kia ora & thanks for the follow. check out my rt friends @macmaccoinnich @andreabuczynski @stargazshamrock	-1
279045510025838593	boutta be offa and away from this place!!! too bad kia is leavin #s	-1
284028703871213568	my poor kia can't handle these icy roads	55
282194761094402048	watch: in his latest @kia ad, @blakegriffin offers his younger self some valuable advice http://youtu.be/wrijbmiu2xk 	86
276310521840558081	i just entered to win a 2013 kia soul and free gas cards from @wkyc! click here to enter: http://ulink.tv/246-ejds5 	87
283701648830906368	the new blake griffin kia commercial is great #priceless	2
281309511430590465	kia!!!..wur da hell u been i ahnt seen u in 12 days	-1
283628487582023682	kia commercial in theaters!!!	72
