276944318894317568	me and @drbluejeanns are pretty much the coolest people on twitter btw	68
283134566351384576	post updated 24 december, 2012 - bentley continental gt speed 164 track film. read it now at http://tinyurl.com/9bbad5u 	83
278028217774903296	if any guys plays/sings come a little closer baby by dierks bentley to me he's getting the p asap. #haha #yesss	-1
275283554865397761	and don't be trynna come around my girl like mr. friendly and steal the spotlight like mr. bentley	-1
276601312903327744	like whenever you're divorced working your dead end job here fighting for custody i'll be elsewhere in a bentley enjoying my single youth	9
272994681649000449	in the garage this week panther j72, bentley t2, rolls royce 20/25 and tr3a and many more	63
282579232108969984	#gamecock target bentley spain a top five prospect nationally at ot per @247sports http://fb.me/1qlrqbrui 	-1
272795590218362880	#uae #bentley #dubai what a great wallpaper beautiful masha'allah pic.twitter.com/dm3yc2g2	7
276351718277652481	@mattmurphyshow have you seen @yhpolitics' story on bentley endorsing matt fridy for gop chair? cya armistead? #goodmove	-1
278306813059952640	dierks bentley's best song will always be "what was i thinking"	-1
275285597520793602	#mentionsomeoneyoulove @b_farrell_	-1
280587508134334464	tip it on back by dierks bentley on wcvh	-1
273721713513070592	santa swaps sleigh for bentley styled routemaster: bentley motors in crewe have helped santa tour sout... http://bit.ly/tmbkcm  #cheshire	49
277937710457552898	air force and bentley skate to 2-2 overtime tie	-1
273926269719158785	tomorrow i'm gonna wake up and be like "f it, today i'm gonna chase a damn waterfall."	-1
276952957575131136	dear friday pic.twitter.com/w75d5gr1	-1
282534500448223232	it is impossible for it to feel like christmas with weather like this.	-1
276983528145694721	photo: @spideranderson gets bentley continental as xmas present from ufc - http://www.fightersonlymag.com/content/news/17734-anderson-silva-gets-bentley-continental-for-xmas …	43
276951805743738880	bentley fat ass needa scoot over	-1
277999115076530176	i think the #lions can win with houston, bentley, and green as top three cb ... if delmas is healthy and they find another safety in draft.	-1
272876468999172097	just made gingerbread cookies with bentley. yum they were good	-1
278553753047691266	after our walk at the park in the car! #nikki & #bentley ♡♥♡♥ http://instagr.am/p/tgtopfrosz/ 	-1
285190916845752321	everyone rt this and get it trending #ionaatkinslittlefighter if you're wondering what it is about read the dm i got pic.twitter.com/v4ka9plu	-1
276893732224245761	a big congrats to @katmarshall11 and @miller_bentley !!!! #tookyalllongenough #cutestcouple	-1
276760228161265664	@bramzwig help bentley university's social media class gain the attention of @theellenshow tweet #bentley4ellen !!!!!	-1
278981784023212032	@misspnny http://hot1079philly.com/2962899/who-is-phillys-hottest-rapper-of-2012/ … vote for my artist m.r. bentley @mrbentleymusic for 2012 best new artist	-1
284249094329888769	bentley motors sacks company chaplain before christmas: crewe-based bentley motors has sacked the firm’s vicar o... http://bit.ly/10motbl 	53
279253744976293888	@tinaaa_j looking pretty adorable in your glasses (:	-1
280802231547228160	is there anyone out there who wants to have a cold beer, kick it to the morning light. -dierks bentley	-1
285781717430714369	“ @jervis_bentley: is it a yolo night?”	-1
275650183193321472	bentley is like the cutest boy name ever	-1
278302188885905409	@mikayla_salmons he's in town the same day as miranda lambert and dierks bentley.	-1
273967553100001282	a broken heart is what changes people.	-1
277495288518832128	5-1-5-0, somebody call the po-po, i'm goin' crazy, thinkin' 'bout you baby. -dierks bentley	-1
274535043580436483	well done gurrrrrrrrl!!!! @claire_bentley	-1
282954030924312576	mario balotelli tiene un bentley de camuflaje. dinero y buen gusto casi nunca van unidos. http://cdn9.soccerwithoutlimits.com/test/wp-content/uploads/2012/12/balotelli.jpg?9d7bd4 … #photo #city	43
273519884930015233	chavy people are always naming their kids after stuff they cant afford: mercedes, bentley, pearl, chanel.	82
275805091418750976	i want to go to a dierks bentley concert!	-1
272032654688407552	completely obsessed with dierks bentley #thebest	-1
285481430417551360	im getting the bentley fixed	43
272220748268052480	bentley tried to eat my muffin.. so i threw him out the window.	-1
281594992907132929	shout out to @bentley_monisha for being the greatest girlfriend ever	-1
273620088014393344	“ @rarestfacts: volkswagen owns bentley, bugatti, lamborghini, audi, ducati and porsche.” for everyone who hates on vw....	55
283999502388584448	classy girls don't have tattoos, reason » no one would intentionally scratch a bentley or a bmw. if you have a tattoo on you.. you r a danfo	28
275797571023290368	#nfl handbook lessons~ don't hide the drugs in the bentley, cops will take bentley away fa' good	28
278750847574360065	oh shit @hollyhoodbaybay went to grab that bentley	9
275108283302440961	my bentley will never be gay. never, i'll fuck him up. lol	-1
283902560950177792	definitely need dawson to counteract the threat of benteke.	-1
273853280419995648	gov. robert bentley touts alabama workers on recruiting trip for airbus suppliers in germany: hamburg, germany --... http://bit.ly/llqzo0 	-1
279724569248550913	"country music has always been the best shrink that 15 bucks can buy." -dierks bentley	-1
275025303196274688	"money can't buy you happiness" ☜ the fuck? lol i'll be happy riding in my bentley then riding a bike.	37
279039246604582912	order 20 jr bacons from wendys and watch their reaction when you're dead serious about it.	-1
276735081865965569	es pefecto bentley pic.twitter.com/deifkrvc	-1
283041066914029568	#happiness #howto real housewives of atlanta, nene leakes media take out bentley repossessed. http://binged.it/vylbnv 	-1
281176581362286592	bentley continental gt3 concept racer to star at 2013 autosport international: after recently... http://q.gs/2uwoq  #carnewseurope #am	15
281274472202387456	harrys with the ladies! @christinaespie sarae191 @preslaaay @taycandunk http://instagr.am/p/tabzgloxfa/ 	-1
274649204159287296	just met a st. bernard / great dane mix named bentley on the walk back from lunch. so cute! so sweet! so big!	-1
275977796097036289	#holidayhomechat pet edition: leslieo1010 bentley in holiday style. :) shows us your holiday pet! @aptsforr http://instagr.am/p/s0z4vsr1f7/ 	-1
285793012695580672	look who's together again! dynamic duo! bentley said "what's cracking insta?!" http://instagr.am/p/t6jt3-dka2/ 	-1
272869611312140289	teach you how to turn a brick into a bentley #moneyman	32
276681575134027776	anyone else who would enjoy a nice snapchat, liz_bentley	-1
282861940789891073	before i die i will own a bentley continental gt	19
280182648738021376	bentley will be a sagittarius. #latenightresearch	-1
279996396482985984	#np dierks bentley- what was i thinkin	-1
283946552572125185	ghetto people are always naming their kids after stuff they cant afford, mercedes, bentley, pearl, child support.	82
276181660221980672	sooo i was browsing ! && idk what pair to get my bentley pooh @@prettygirlb_24 pic.twitter.com/frtucfge	-1
274272161382944768	#chicago #markham real_music!! > "no bentley" by @mrpure4 feat c.norman (prod by @wwwcnorman) http://retwedia.com/4i1651 	-1
283607285392089089	bentley's christmas present. #bassethound #bigboneswag #longears #merrychristmas http://instagr.am/p/tqnva8ha63/ 	-1
280777178751307777	@eddieandbilly - hi guys my daddy human keeps asking mummy human if i can have a brother too esp now they ave seen your pic	-1
284036752748978176	got it cloudy in the bentley @maadkidd_ @trill_zombieee #vsvp	1
283325151335038976	bentley is in the christmas spirit! http://instagr.am/p/tond6iqmqg/ 	-1
284036274585751552	people who drive a bentley don't deserve to use the drive-through at mcdonald's.	25
278252982213177345	reggie wayne balled out a couple hours after finding out his bentley was stolen..dude's ridiculous..6 figure car missing..can't shake him	25
284588005946179584	photo: check out andre dede ayew’s new ‘bentley continental gt’ car .. awesome! http://dlvr.it/2jmt9v 	80
279017517253525504	sobsworth bentley rt @mercs10: mike cryson rt @sweeeetbrown 10/10/10 single 11/11/11 single 12/12/12 single	-1
283520652022018049	wooo ttj got bentley car as birthday present from his dad woo! #respect	9
283324431043031041	i want nhl hockey for christmas. that, or a bentley. gary bettman technically could give me both. #anyonehavehisemail?	5
274932357428043776	i seen a coke white bentley spur & a audi a7 on da 9 last night dem mfs was so official doe	-1
272916818174287873	@catoelb if bentley aint asleep you better tell him to hop to it or i'll come play until he drops!	-1
285210377749397506	#lyricsyouliketoscream and that becky so good i almost crashed my bentley!	9
282979658117574656	so i think i win.. my dogs cuter than yours #bentley #mywittlebebe #bestdoggie #lovehim http://instagr.am/p/tmkceqg8bt/ 	-1
282685741270704128	am i the only one who wants to have fun tonight. -dierks bentley	-1
